# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	48435	50990	-							CNM00220	2556		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	48435	50990	-			AAW46869.1	conserved hypothetical protein			CNM00220	1825		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	48587	50925	-	AAW46869.1			conserved hypothetical protein			CNM00220	1608	535	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	51136	54176	+							CNM00230	3041		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	51136	54176	+			AAW46853.2	hypothetical protein			CNM00230	2793		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	51786	54041	+	AAW46853.2			hypothetical protein			CNM00230	2067	688	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	54152	55736	-							CNM00240	1585		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	54152	55736	-			AAW46852.1	NADH-cytochrome b5 reductase, putative			CNM00240	1129		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	54346	55686	-	AAW46852.1			NADH-cytochrome b5 reductase, putative			CNM00240	885	294	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	55852	58035	+							CNM00250	2184		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	55852	58035	+			AAW46919.1	vacuole protein, putative			CNM00250	1883		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	55913	57947	+	AAW46919.1			vacuole protein, putative			CNM00250	1734	577	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	62185	64628	-							CNM00260	2444		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	62185	64628	-			AAW46867.1	conserved hypothetical protein			CNM00260	2146		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	62497	64522	-	AAW46867.1			conserved hypothetical protein			CNM00260	1728	575	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	64630	67450	-							CNM00270	2821		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	64630	67450	-			AAW46861.1	expressed protein			CNM00270	2568		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	66272	67315	-	AAW46861.1			expressed protein			CNM00270	840	279	
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	67557	69595	+							CNM00280	2039		pseudo
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	70328	73119	+							CNM00290	2792		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	70328	73119	+			AAW46921.1	conserved hypothetical protein			CNM00290	1901		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	70570	73010	+	AAW46921.1			conserved hypothetical protein			CNM00290	1605	534	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	73381	79430	+							CNM00300	6050		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	73381	79430	+			AAW46851.2	hypothetical protein			CNM00300	5671		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	73459	79132	+	AAW46851.2			hypothetical protein			CNM00300	5295	1764	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	79432	81616	-							CNM00310	2185		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	79432	81616	-			AAW46859.2	conserved hypothetical protein			CNM00310	1794		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	79545	81297	-	AAW46859.2			conserved hypothetical protein			CNM00310	1362	453	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	81673	84703	+							CNM00320	3031		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	81673	84703	+			AAW46850.2	Rab GTPase activator, putative			CNM00320	2574		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	81874	84685	+	AAW46850.2			Rab GTPase activator, putative			CNM00320	2355	784	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	84712	86946	-							CNM00330	2235		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	84712	86946	-			AAW46865.2	trans-aconitate 3-methyltransferase, putative			CNM00330	1938		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	84787	86217	-	AAW46865.2			trans-aconitate 3-methyltransferase, putative			CNM00330	1134	377	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	85551	88862	+							CNM00340	3312		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	85551	88862	+			AAW46972.1	hypothetical protein			CNM00340	3185		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	86541	87227	+	AAW46972.1			hypothetical protein			CNM00340	627	208	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	87239	88837	-							CNM00350	1599		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	87239	88837	-			AAW46857.1	conserved hypothetical protein			CNM00350	1350		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	87370	88683	-	AAW46857.1			conserved hypothetical protein			CNM00350	1065	354	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	89595	91849	+							CNM00360	2255		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	89595	91849	+			AAW46849.1	aspartate transaminase, putative			CNM00360	1390		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	89665	91771	+	AAW46849.1			aspartate transaminase, putative			CNM00360	1242	413	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	91630	93739	-							CNM00370	2110		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	91630	93739	-			AAW46848.1	Aryl-alcohol dehydrogenase, putative			CNM00370	1568		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	91954	93698	-	AAW46848.1			Aryl-alcohol dehydrogenase, putative			CNM00370	1203	400	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	95035	96362	-							CNM00380	1328		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	95035	96362	-			AAW46847.2	hypothetical protein			CNM00380	1328		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	95075	96316	-	AAW46847.2			hypothetical protein			CNM00380	1242	413	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	96551	97462	+							CNM00390	912		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	96551	97462	+			AAW46846.1	expressed protein			CNM00390	807		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	96706	97377	+	AAW46846.1			expressed protein			CNM00390	567	188	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	97428	99620	-							CNM00400	2193		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	97428	99620	-			AAW46924.2	expressed protein			CNM00400	1982		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	97538	99344	-	AAW46924.2			expressed protein			CNM00400	1596	531	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	99877	103302	+							CNM00410	3426		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	99877	103302	+			AAW46845.2	beta-glucan synthesis-associated protein, putative			CNM00410	3098		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	101046	103077	+	AAW46845.2			beta-glucan synthesis-associated protein, putative			CNM00410	1755	584	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	104308	105796	+							CNM00420	1489		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	104308	105796	+			AAW46844.2	expressed protein			CNM00420	1370		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	104418	105790	+	AAW46844.2			expressed protein			CNM00420	1254	417	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	104498	107332	-							CNM00430	2835		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	104498	107332	-			AAW46973.2	hypothetical protein			CNM00430	2641		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	105832	107282	-	AAW46973.2			hypothetical protein			CNM00430	1257	418	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	107507	108559	+							CNM00440	1053		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	107507	108559	+			AAW46843.2	ADP-ribosylation-like factor, putative			CNM00440	748		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	107562	108448	+	AAW46843.2			ADP-ribosylation-like factor, putative			CNM00440	582	193	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	108529	111341	-							CNM00450	2813		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	108529	111341	-			AAW46939.1	expressed protein			CNM00450	2488		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	108717	110289	-	AAW46939.1			expressed protein			CNM00450	1311	436	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	113282	116986	+							CNM00460	3705		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	113282	116986	+			AAW46841.1	allantoin permease, putative			CNM00460	2458		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	114662	116758	+	AAW46841.1			allantoin permease, putative			CNM00460	1641	546	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	117191	119119	-							CNM00470	1929		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	117191	119119	-			AAW46840.1	conserved hypothetical protein			CNM00470	1446		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	117455	118978	-	AAW46840.1			conserved hypothetical protein			CNM00470	1041	346	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	119293	122411	+							CNM00480	3119		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	119293	122411	+			AAW46838.1	conserved hypothetical protein			CNM00480	2489		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	119293	122411	+			AAW46839.1	conserved hypothetical protein			CNM00480	2434		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	119359	122048	+	AAW46839.1			conserved hypothetical protein			CNM00480	2055	684	
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	119359	122020	+	AAW46838.1			conserved hypothetical protein			CNM00480	2082	693	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	128864	129597	-							CNM00490	734		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	128864	129597	-			AAW46837.1	hypothetical protein			CNM00490	552		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	128864	129597	-	AAW46837.1			hypothetical protein			CNM00490	552	183	
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	130508	134872	+							CNM00500	4365		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	134929	138054	-							CNM00510	3126		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	138096	138629	-							CNM00520	534		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	138627	143360	+							CNM00530	4734		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	147714	158351	-							CNM00540	10638		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	159328	161070	+							CNM00550	1743		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	161121	170552	-							CNM00560	9432		pseudo
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	174116	174700	+							CNM00570	585		pseudo
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	181516	183489	-							CNM00580	1974		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	181516	183489	-			AAW46974.2	conserved hypothetical protein			CNM00580	1631		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	182302	183433	-	AAW46974.2			conserved hypothetical protein			CNM00580	789	262	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	183631	184900	+							CNM00590	1270		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	183631	184900	+			AAW46836.2	conserved hypothetical protein			CNM00590	899		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	183760	184772	+	AAW46836.2			conserved hypothetical protein			CNM00590	642	213	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	184214	188206	-							CNM00600	3993		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	184214	188206	-			AAW46835.1	galactose metabolism-related protein, putative			CNM00600	3680		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	186331	187816	-	AAW46835.1			galactose metabolism-related protein, putative			CNM00600	1173	390	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	188339	190615	+							CNM00610	2277		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	188339	190615	+			AAW46834.1	galactokinase, putative			CNM00610	1878		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	188506	190503	+	AAW46834.1			galactokinase, putative			CNM00610	1599	532	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	190913	194056	+							CNM00620	3144		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	190913	194056	+			AAW46832.2	galactose-1-phosphate uridylyltransferase			CNM00620	2665		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	191175	192886	+	AAW46832.2			galactose-1-phosphate uridylyltransferase			CNM00620	1233	410	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	194465	196809	-							CNM00630	2345		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	194465	196809	-			AAW46830.1	trehalose transport-related protein, putative			CNM00630	2019		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	194567	196533	-	AAW46830.1			trehalose transport-related protein, putative			CNM00630	1641	546	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	196910	199890	+							CNM00640	2981		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	196910	199890	+			AAW46828.1	conserved hypothetical protein			CNM00640	2725		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	197354	199838	+	AAW46828.1			conserved hypothetical protein			CNM00640	2229	742	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	201222	202542	-							CNM00650	1321		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	201222	202542	-			AAW46826.2	hypothetical protein			CNM00650	1040		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	201284	202360	-	AAW46826.2			hypothetical protein			CNM00650	855	284	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	202548	205796	+							CNM00660	3249		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	202548	205796	+			AAW46824.2	conserved hypothetical protein			CNM00660	2153		
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	202578	207956	-							CNM00670	5379		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	202578	207956	-			AAW46931.2	conserved hypothetical protein			CNM00670	5241		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	202809	205757	+	AAW46824.2			conserved hypothetical protein			CNM00660	1935	644	
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	205869	207644	-	AAW46931.2			conserved hypothetical protein			CNM00670	1680	559	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	208073	209239	+							CNM00680	1167		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	208073	209239	+			AAW46822.2	cytoplasm protein, putative			CNM00680	981		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	208145	209203	+	AAW46822.2			cytoplasm protein, putative			CNM00680	873	290	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	209219	213445	-							CNM00690	4227		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	209219	213445	-			AAW46820.2	hypothetical protein			CNM00690	3426		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	209350	213282	-	AAW46820.2			hypothetical protein			CNM00690	3132	1043	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	214288	216023	+							CNM00700	1736		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	214288	216023	+			AAW46818.1	Eukaryotic translation initiation factor 3 subunit 6, putative			CNM00700	1549		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	214349	215927	+	AAW46818.1			Eukaryotic translation initiation factor 3 subunit 6, putative			CNM00700	1392	463	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	217269	218821	-							CNM00720	1553		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	217269	218821	-			AAW46814.1	cytochrome c oxidase biogenesis-related protein, putative			CNM00720	1462		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	217339	218788	-	AAW46814.1			cytochrome c oxidase biogenesis-related protein, putative			CNM00720	1359	452	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	218823	220036	-							CNM00730	1214		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	218823	220036	-			AAW46812.2	hypothetical protein			CNM00730	1063		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	13	AE017353.1	218968	219967	-	AAW46812.2			hypothetical protein			CNM00730	849	282	
